# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Sun, 12-Nov-2023 06:21:53
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000013058	ascc2	66.0	63.0	73.0	62.0	20.0	9.0	8.0	14.0	19.0	14.0	14.0	13.0	11.0	13.0	11.0	10.0	12.0	9.0
ENSDARG00000013063	oxct1a	3.0	14.0	34.0	33.0	39.0	35.0	29.0	19.0	20.0	12.0	25.0	28.0	27.0	24.0	24.0	28.0	33.0	34.0
ENSDARG00000013072	mmp15b	2.0	2.0	1.0	5.0	0.4	0.4	0.5	1.0	19.0	10.0	9.0	8.0	7.0	7.0	6.0	6.0	7.0	4.0
ENSDARG00000013075	mrpl11		1.0	8.0	9.0	9.0	8.0	7.0	13.0	29.0	42.0	40.0	45.0	36.0	40.0	28.0	33.0	30.0	24.0
ENSDARG00000013076	bmi1b	72.0	69.0	146.0	123.0	36.0	5.0	2.0	4.0	17.0	21.0	25.0	20.0	20.0	22.0	25.0	15.0	15.0	14.0
ENSDARG00000013078	ywhaba	18.0	48.0	139.0	137.0	162.0	200.0	209.0	270.0	439.0	411.0	501.0	437.0	431.0	457.0	385.0	399.0	356.0	290.0
ENSDARG00000013079	tubgcp2	11.0	27.0	70.0	59.0	18.0	7.0	9.0	11.0	17.0	15.0	19.0	21.0	17.0	21.0	15.0	13.0	12.0	15.0
ENSDARG00000013082	uap1l1	57.0	65.0	55.0	37.0	26.0	16.0	8.0	5.0	8.0	10.0	17.0	22.0	22.0	14.0	18.0	24.0	19.0	16.0
ENSDARG00000013087	ndrg3a	21.0	11.0	9.0	3.0	4.0	2.0	2.0	2.0	10.0	13.0	23.0	31.0	30.0	27.0	32.0	73.0	73.0	72.0
ENSDARG00000013095	gclc	82.0	142.0	152.0	148.0	164.0	99.0	36.0	27.0	48.0	42.0	47.0	36.0	26.0	22.0	20.0	29.0	34.0	30.0
ENSDARG00000013110	dmtn			2.0	0.9	0.8				3.0	1.0	4.0	7.0	9.0	11.0	14.0	18.0	16.0	17.0
ENSDARG00000013117	hiat1a	49.0	49.0	92.0	82.0	43.0	20.0	12.0	16.0	22.0	19.0	24.0	22.0	18.0	26.0	20.0	21.0	20.0	19.0
ENSDARG00000013122	maf1	31.0	33.0	42.0	48.0	44.0	59.0	43.0	42.0	45.0	36.0	41.0	32.0	31.0	31.0	32.0	33.0	36.0	35.0
ENSDARG00000013125	dlx1a				0.7	2.0				2.0	7.0	19.0	17.0	25.0	39.0	38.0	20.0	20.0	19.0
ENSDARG00000013128	pdk1	1.0	3.0	22.0	31.0	25.0	14.0	16.0	19.0	12.0	6.0	6.0	7.0	8.0	10.0	12.0	16.0	13.0	14.0
ENSDARG00000013134	prph2la													0.5	0.5	1.0	6.0	4.0	3.0
ENSDARG00000013144	atp1b1a	0.4	0.4	1.0	1.0	123.0	369.0	412.0	351.0	158.0	123.0	152.0	188.0	164.0	122.0	151.0	324.0	426.0	435.0
ENSDARG00000013150	dhx16	26.0	54.0	47.0	62.0	69.0	93.0	105.0	82.0	58.0	50.0	41.0	31.0	21.0	23.0	15.0	12.0	14.0	12.0
ENSDARG00000013153	dennd3b		0.2	0.7	0.7	0.3								0.1					
ENSDARG00000013161	zgc:55558	67.0	74.0	70.0	73.0	109.0	91.0	66.0	47.0	42.0	36.0	33.0	25.0	25.0	24.0	19.0	17.0	12.0	9.0
ENSDARG00000013168	jag1b				2.0	0.5	0.6	0.8	1.0	6.0	8.0	12.0	11.0	11.0	14.0	11.0	9.0	10.0	9.0
ENSDARG00000013174	nkd3								0.7	0.6	4.0	4.0	6.0	5.0	4.0	6.0	6.0	10.0	8.0
ENSDARG00000013203	si:ch211-1f22.1							0.8	0.9		0.8			1.0					
ENSDARG00000013207	zeb1b						4.0	6.0	23.0	40.0	37.0	37.0	32.0	25.0	24.0	18.0	18.0	20.0	18.0
ENSDARG00000013221	pde4ca	0.8	0.7	0.5	0.5		0.3	0.1		0.7	0.8	0.6	0.6	0.9	1.0	2.0	5.0	5.0	5.0
ENSDARG00000013222	slc35a3a	53.0	71.0	133.0	120.0	86.0	23.0	16.0	19.0	19.0	15.0	14.0	13.0	13.0	11.0	11.0	12.0	16.0	12.0
ENSDARG00000013224	phc2b	11.0	12.0	23.0	24.0	9.0	2.0	2.0	3.0	8.0	11.0	14.0	15.0	17.0	29.0	48.0	20.0	19.0	22.0
ENSDARG00000013227	glulc			0.5		4.0	2.0	3.0								2.0	3.0	2.0	2.0
ENSDARG00000013236	dhcr24	2.0	6.0	15.0	15.0	8.0	2.0	2.0	1.0	0.4		1.0	7.0	7.0	2.0	5.0	7.0	10.0	5.0
ENSDARG00000013240	zgc:172271	1.0	0.7	0.4	0.5	0.3											1.0	2.0	3.0
ENSDARG00000013245	wbp1la	4.0	17.0	37.0	39.0	20.0	6.0	5.0	10.0	9.0	8.0	9.0	7.0	11.0	10.0	7.0	9.0	12.0	12.0
ENSDARG00000013250	tars1	60.0	48.0	75.0	72.0	47.0	51.0	76.0	110.0	137.0	121.0	142.0	128.0	105.0	100.0	78.0	66.0	56.0	34.0
ENSDARG00000013251	hsf4														0.8	3.0	4.0	3.0	2.0
ENSDARG00000013252	tmc5			0.2		1.0	3.0	2.0	1.0	0.8	0.9	2.0	1.0	1.0	1.0	2.0	4.0	9.0	9.0
ENSDARG00000013266	colec11	0.7	1.0	0.8	0.4							0.4	1.0	3.0	2.0	2.0	2.0	3.0	2.0
ENSDARG00000013274	eif4eb	22.0	31.0	65.0	61.0	56.0	42.0	15.0	9.0	36.0	31.0	41.0	39.0	33.0	39.0	27.0	28.0	20.0	12.0
ENSDARG00000013279	znf76	14.0	13.0	34.0	42.0	41.0	13.0	5.0	3.0	7.0	11.0	12.0	9.0	10.0	13.0	10.0	9.0	13.0	15.0
ENSDARG00000013292	tmem179aa		2.0	0.7	0.6	7.0	7.0		12.0	8.0	0.8	5.0	5.0	8.0	12.0	13.0	27.0	22.0	20.0
ENSDARG00000013293	crispld1b												1.0	4.0	5.0	8.0	15.0	18.0	16.0
ENSDARG00000013295	slc2a3a									5.0	3.0	12.0	19.0	18.0	11.0	21.0	41.0	38.0	29.0
ENSDARG00000013302	gpx8	10.0	15.0	60.0	91.0	55.0	16.0	7.0	12.0	40.0	46.0	37.0	30.0	30.0	22.0	16.0	11.0	7.0	5.0
ENSDARG00000013307	rpl19	148.0	215.0	111.0	144.0	258.0	498.0	598.0	889.0	2035.0	2646.0	2700.0	2403.0	2678.0	2378.0	2289.0	1759.0	1792.0	1907.0
ENSDARG00000013310	map3k15		0.1	0.5	0.9	0.7	0.6	0.2	0.2	3.0	5.0	5.0	4.0	3.0	3.0	4.0	5.0	5.0	5.0
ENSDARG00000013312	cadps2	33.0	33.0	26.0	22.0	17.0	18.0	10.0	1.0	0.5	0.8	1.0	1.0	2.0	2.0	2.0	4.0	6.0	6.0
ENSDARG00000013317	pygmb			0.2	0.2	13.0	20.0	11.0	14.0	3.0	1.0	9.0	21.0	50.0	53.0	40.0	75.0	70.0	67.0
ENSDARG00000013329	ttc5	47.0	47.0	88.0	84.0	47.0	16.0	16.0	31.0	29.0	25.0	27.0	20.0	23.0	23.0	21.0	20.0	16.0	14.0
ENSDARG00000013333	ndufa10	2.0	3.0	21.0	25.0	30.0	43.0	56.0	73.0	125.0	119.0	137.0	119.0	130.0	154.0	144.0	188.0	174.0	118.0
ENSDARG00000013335	anxa6		0.4	14.0	12.0	4.0	15.0	28.0	48.0	21.0	16.0	32.0	54.0	48.0	50.0	34.0	31.0	30.0	24.0
ENSDARG00000013343	kif26ba				0.2	0.5	0.1	0.1		0.6	3.0	2.0	2.0	2.0	4.0	7.0	14.0	14.0	14.0
ENSDARG00000013346	tasorb	7.0	9.0	100.0	98.0	78.0	47.0	42.0	44.0	45.0	39.0	39.0	35.0	30.0	37.0	28.0	23.0	25.0	22.0
ENSDARG00000013351	cirbpb	942.0	893.0	616.0	630.0	1512.0	2689.0	3245.0	2981.0	3828.0	3317.0	2498.0	1741.0	1565.0	2039.0	1353.0	862.0	671.0	641.0
ENSDARG00000013360	sh3gl3a		0.2	2.0	2.0	1.0	1.0	1.0	2.0	9.0	7.0	10.0	10.0	10.0	12.0	9.0	10.0	11.0	9.0
ENSDARG00000013371	isoc2			0.9			2.0	1.0	2.0	2.0	1.0	7.0	13.0	22.0	20.0	26.0	29.0	39.0	38.0
ENSDARG00000013379	ppp6r3	91.0	118.0	182.0	179.0	159.0	97.0	99.0	100.0	97.0	83.0	85.0	77.0	73.0	78.0	63.0	50.0	46.0	40.0
ENSDARG00000013382	cwc15	12.0	23.0	29.0	29.0	21.0	38.0	41.0	47.0	27.0	29.0	26.0	28.0	23.0	22.0	18.0	16.0	12.0	9.0
ENSDARG00000013389	gabra4									0.3							2.0	3.0	4.0
ENSDARG00000013390	CABZ01088367.1								1.0								1.0	3.0	5.0
ENSDARG00000013393	guca1b																5.0	6.0	9.0
ENSDARG00000013397	bnip2	4.0	5.0	29.0	35.0	27.0	18.0	15.0	16.0	15.0	11.0	16.0	14.0	14.0	14.0	12.0	12.0	13.0	10.0
ENSDARG00000013409	bmp2a									17.0	8.0	6.0	8.0	8.0	8.0	12.0	11.0	10.0	8.0
ENSDARG00000013414	lin7a										0.6	0.7	6.0	14.0	15.0	19.0	66.0	51.0	60.0
ENSDARG00000013415	lmna	0.2	0.7	3.0	1.0	6.0	15.0	13.0	11.0	12.0	9.0	15.0	10.0	8.0	6.0	6.0	8.0	8.0	8.0
ENSDARG00000013422	slc8a1a			0.2	2.0	1.0	1.0	0.6		0.3	1.0	2.0	2.0	1.0	0.5	0.9	1.0	2.0	2.0
ENSDARG00000013430	bhmt	1.0	2.0	2.0	1.0	3.0	25.0	107.0	428.0	939.0	632.0	1242.0	2986.0	2858.0	1019.0	2419.0	1387.0	981.0	778.0
ENSDARG00000013434	hira	10.0	13.0	44.0	51.0	15.0	24.0	27.0	33.0	30.0	29.0	36.0	35.0	32.0	32.0	21.0	15.0	13.0	11.0
ENSDARG00000013438	sycp3	0.6	0.7	1.0	0.9	2.0	3.0	4.0	7.0	11.0	6.0	2.0			0.7	0.7		0.8	
ENSDARG00000013441	hey2		0.4	9.0	12.0	4.0	1.0		0.6	11.0	22.0	21.0	14.0	8.0	8.0	7.0	5.0	5.0	5.0
ENSDARG00000013443	atp6v1ba	14.0	37.0	101.0	78.0	40.0	35.0	41.0	66.0	75.0	62.0	95.0	160.0	128.0	96.0	117.0	169.0	152.0	124.0
ENSDARG00000013453	tdrd9	3.0	4.0	35.0	29.0	34.0	25.0	14.0	10.0	1.0	0.8	0.3	0.6	0.5	0.2	0.1	0.6	0.5	0.6
ENSDARG00000013457	mtrex	298.0	291.0	248.0	214.0	167.0	117.0	117.0	97.0	88.0	66.0	67.0	54.0	36.0	37.0	24.0	19.0	21.0	16.0
ENSDARG00000013460	wfikkn2a				0.6	1.0			1.0	0.4	0.4	0.6	1.0	6.0	15.0	12.0	6.0	7.0	5.0
ENSDARG00000013461	supt7l	9.0	18.0	44.0	47.0	34.0	24.0	21.0	16.0	9.0	7.0	10.0	10.0	10.0	9.0	6.0	4.0	5.0	4.0
ENSDARG00000013472	nedd1	8.0	21.0	62.0	62.0	56.0	43.0	39.0	38.0	32.0	29.0	30.0	28.0	24.0	19.0	14.0	11.0	11.0	10.0
ENSDARG00000013475	cct4	8.0	19.0	50.0	41.0	91.0	230.0	367.0	472.0	665.0	645.0	660.0	571.0	494.0	537.0	382.0	269.0	269.0	303.0
ENSDARG00000013476	arhgef39	35.0	24.0	46.0	48.0	44.0	42.0	30.0	12.0	13.0	10.0	11.0	13.0	9.0	7.0	3.0	4.0	3.0	0.7
ENSDARG00000013477	gata1a									8.0	10.0	10.0	11.0	9.0	5.0	4.0	1.0	3.0	1.0
ENSDARG00000013478	rrp15	3.0	4.0	9.0	10.0	51.0	153.0	190.0	156.0	183.0	173.0	130.0	83.0	46.0	54.0	31.0	31.0	28.0	29.0
ENSDARG00000013491	map3k9			0.5									0.3	1.0	0.9	2.0	4.0	4.0	4.0
ENSDARG00000013492	zbtb34	25.0	41.0	48.0	50.0	21.0	5.0	4.0	3.0	4.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0
ENSDARG00000013500	abca2	0.2	0.3	2.0	1.0	4.0	2.0	1.0	1.0	0.8	0.9	0.7	1.0	2.0	3.0	2.0	6.0	7.0	8.0
ENSDARG00000013505	ube2kb	8.0	14.0	65.0	66.0	70.0	42.0	35.0	43.0	35.0	37.0	41.0	40.0	38.0	35.0	41.0	46.0	43.0	36.0
ENSDARG00000013522	pck1	0.6	0.7							0.3	0.3	3.0	10.0	10.0	3.0	16.0	75.0	234.0	412.0
ENSDARG00000013524	cyp2ae1			3.0	3.0	3.0	0.4	0.3		0.6	0.3	0.4	0.7	0.5	0.4	0.7	1.0	3.0	3.0
ENSDARG00000013526	svep1	1.0	0.8	3.0	5.0	2.0	0.6	0.3	0.4	0.6	0.9	1.0	2.0	2.0	2.0	3.0	3.0	4.0	4.0
ENSDARG00000013528	mcm9	4.0	9.0	45.0	39.0	11.0	6.0	6.0	9.0	17.0	12.0	13.0	8.0	6.0	5.0	2.0	2.0	3.0	2.0
ENSDARG00000013533	hoxb4a								3.0	24.0	26.0	32.0	35.0	37.0	38.0	31.0	23.0	21.0	16.0
ENSDARG00000013539	ikzf1										2.0	4.0	2.0	3.0	1.0	2.0	1.0	3.0	2.0
ENSDARG00000013542	lpgat1	12.0	27.0	87.0	109.0	104.0	53.0	36.0	39.0	37.0	31.0	29.0	27.0	21.0	21.0	21.0	24.0	25.0	23.0
ENSDARG00000013561	pgm1	74.0	30.0	64.0	49.0	41.0	27.0	11.0	4.0	6.0	8.0	19.0	93.0	119.0	77.0	135.0	145.0	191.0	151.0
ENSDARG00000013575	rfx2	9.0	18.0	79.0	71.0	63.0	56.0	49.0	50.0	60.0	46.0	36.0	29.0	25.0	24.0	17.0	13.0	11.0	12.0
ENSDARG00000013576	gadd45bb				22.0	278.0	269.0	165.0	62.0	13.0	8.0	7.0	5.0	4.0	3.0	5.0	10.0	10.0	15.0
ENSDARG00000013582	csnk2a2b	210.0	201.0	117.0	116.0	60.0	49.0	68.0	98.0	105.0	95.0	86.0	65.0	61.0	78.0	58.0	51.0	42.0	38.0
ENSDARG00000013596	brd1a	3.0	5.0	6.0	7.0	10.0	12.0	12.0	16.0	16.0	13.0	15.0	11.0	10.0	16.0	12.0	9.0	8.0	10.0
ENSDARG00000013598	tnfb					0.6	11.0	9.0	6.0	2.0	0.9					0.5	1.0		
ENSDARG00000013607	sema3gb	1.0	4.0	5.0	5.0	3.0	0.3			6.0	6.0	9.0	8.0	11.0	7.0	13.0	12.0	11.0	10.0
ENSDARG00000013613	anxa13l	22.0	21.0	15.0	14.0	11.0	3.0	3.0	2.0		1.0	4.0	7.0	14.0	15.0	15.0	16.0	19.0	18.0
ENSDARG00000013615	pbx3b	3.0	7.0	7.0	12.0	10.0	2.0	0.9	0.7	1.0	2.0	5.0	13.0	20.0	41.0	107.0	105.0	83.0	88.0
ENSDARG00000013623	vdac2	124.0	113.0	141.0	152.0	173.0	227.0	254.0	280.0	488.0	525.0	594.0	564.0	636.0	746.0	810.0	929.0	974.0	1021.0
ENSDARG00000013628	cd164	28.0	18.0	30.0	32.0	36.0	34.0	32.0	49.0	83.0	79.0	106.0	118.0	95.0	65.0	61.0	70.0	80.0	68.0
ENSDARG00000013647	cntn3a.2														0.4	0.3	0.8	0.4	0.9
ENSDARG00000013649	casr			0.9	0.6														
ENSDARG00000013653	adgrl4	0.3	0.9	4.0	4.0	3.0	0.3			0.2	1.0	2.0	3.0	2.0	2.0	3.0	2.0	4.0	3.0
ENSDARG00000013655	tpd52l2b	152.0	123.0	98.0	94.0	121.0	120.0	116.0	109.0	83.0	78.0	105.0	126.0	106.0	82.0	80.0	77.0	67.0	56.0
ENSDARG00000013659	brox	4.0	11.0	23.0	23.0	19.0	14.0	12.0	7.0	6.0	5.0	7.0	7.0	9.0	9.0	10.0	15.0	20.0	21.0
ENSDARG00000013667	tbck	7.0	17.0	30.0	26.0	29.0	20.0	9.0	6.0	13.0	11.0	16.0	15.0	11.0	10.0	12.0	14.0	12.0	10.0
ENSDARG00000013669	napba										0.3	0.5	2.0	2.0	6.0	10.0	32.0	39.0	36.0
ENSDARG00000013670	hyou1	87.0	97.0	287.0	304.0	165.0	37.0	20.0	25.0	42.0	42.0	50.0	44.0	36.0	37.0	34.0	41.0	30.0	13.0
ENSDARG00000013681	si:dkey-42i9.6	7.0	18.0	68.0	77.0	68.0	84.0	91.0	100.0	119.0	105.0	100.0	86.0	72.0	71.0	64.0	64.0	73.0	63.0
ENSDARG00000013685	vsig8b						2.0	3.0	6.0	3.0	4.0	5.0	5.0	5.0	4.0	5.0	9.0	11.0	10.0
ENSDARG00000013687	cilp2														0.5	1.0	7.0	7.0	6.0
ENSDARG00000013694	stimate	145.0	150.0	163.0	173.0	117.0	40.0	18.0	27.0	23.0	17.0	17.0	14.0	12.0	14.0	13.0	12.0	13.0	9.0
ENSDARG00000013704	cers2a	9.0	14.0	20.0	19.0	10.0	2.0	2.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0
ENSDARG00000013705	ccm2	17.0	49.0	135.0	145.0	132.0	31.0	23.0	20.0	17.0	14.0	17.0	17.0	16.0	14.0	11.0	11.0	13.0	10.0
ENSDARG00000013708	usp9	58.0	53.0	59.0	56.0	40.0	32.0	37.0	42.0	49.0	48.0	55.0	56.0	57.0	65.0	51.0	53.0	53.0	49.0
ENSDARG00000013711	zgc:77486					0.5	8.0	13.0	18.0	6.0	3.0	4.0	4.0	4.0	3.0	3.0	6.0	6.0	6.0
ENSDARG00000013719	gtse1	42.0	38.0	57.0	46.0	32.0	18.0	39.0	57.0	41.0	33.0	37.0	31.0	30.0	23.0	16.0	7.0	7.0	3.0
ENSDARG00000013721	g6pca.2								0.3	15.0	9.0	15.0	25.0	18.0	12.0	41.0	113.0	170.0	217.0
ENSDARG00000013726	ap4b1			3.0	2.0	3.0	1.0	2.0	4.0	6.0	8.0	8.0	8.0	6.0	10.0	8.0	7.0	10.0	11.0
ENSDARG00000013729	srsf6a	1188.0	1129.0	808.0	699.0	998.0	1097.0	1146.0	895.0	540.0	462.0	417.0	378.0	292.0	282.0	191.0	149.0	130.0	118.0
ENSDARG00000013730	slc4a4a	2.0	1.0	2.0	1.0	2.0	14.0	15.0	19.0	8.0	3.0	7.0	14.0	13.0	10.0	8.0	41.0	42.0	38.0
ENSDARG00000013732	vta1	3.0	4.0	41.0	47.0	50.0	51.0	51.0	43.0	26.0	27.0	26.0	23.0	20.0	22.0	19.0	16.0	16.0	17.0
ENSDARG00000013734	polr3glb	0.7	2.0	0.7	0.6	7.0	16.0	23.0	29.0	49.0	49.0	57.0	46.0	48.0	43.0	34.0	25.0	23.0	23.0
ENSDARG00000013741	lancl1	1.0	2.0	7.0	10.0	10.0	14.0	11.0	7.0	23.0	22.0	17.0	9.0	7.0	19.0	7.0	9.0	10.0	13.0
ENSDARG00000013749	slc25a55b			2.0	3.0	2.0	2.0	2.0	0.6	1.0	1.0	2.0	6.0	18.0	37.0	45.0	49.0	52.0	49.0
ENSDARG00000013750	eno1b			1.0	0.4	0.5	0.6	0.4		0.6	0.5	0.8	2.0	4.0	2.0	4.0	50.0	70.0	66.0
ENSDARG00000013752	tnni2a.3													0.6		0.6	10.0	12.0	11.0
ENSDARG00000013755	actn3a	0.2	0.3		0.1	5.0	0.4	0.7	0.6	3.0	8.0	29.0	133.0	368.0	491.0	712.0	720.0	763.0	820.0
ENSDARG00000013763	rrbp1a	92.0	98.0	124.0	98.0	63.0	33.0	27.0	50.0	86.0	64.0	70.0	72.0	59.0	47.0	35.0	29.0	25.0	17.0
ENSDARG00000013771	ctss2.2	3.0	2.0	2.0		0.7	0.8	2.0	3.0	2.0	1.0	2.0	3.0	3.0	2.0	3.0	2.0	9.0	12.0
ENSDARG00000013775	si:dkey-246g23.4												0.3	0.3	0.1	0.3	3.0	5.0	5.0
ENSDARG00000013776	thop1	15.0	36.0	266.0	270.0	226.0	133.0	113.0	99.0	81.0	83.0	102.0	103.0	77.0	81.0	60.0	61.0	52.0	31.0
ENSDARG00000013777	ppp1r13l	25.0	15.0	22.0	22.0	16.0	16.0	11.0	7.0	12.0	13.0	21.0	26.0	20.0	14.0	18.0	17.0	19.0	18.0
ENSDARG00000013784	zgc:77158	5.0	9.0	10.0	10.0	7.0	4.0	8.0	9.0	8.0	7.0	8.0	6.0	6.0	5.0	5.0	5.0	5.0	5.0
ENSDARG00000013787	gucy1a1								0.3	0.3		0.8	1.0	1.0	2.0	3.0	11.0	14.0	15.0
ENSDARG00000013789	sim1b			2.0	2.0	2.0						0.8	0.8	2.0	2.0	3.0	3.0	2.0	1.0
ENSDARG00000013794	klf11b	8.0	9.0	20.0	15.0	16.0	14.0	11.0	10.0	9.0	9.0	9.0	18.0	21.0	16.0	29.0	52.0	33.0	25.0
ENSDARG00000013795	hps4	3.0	5.0	44.0	40.0	11.0	3.0	6.0	10.0	7.0	7.0	8.0	5.0	5.0	5.0	4.0	3.0	4.0	6.0
ENSDARG00000013802	pcid2	3.0	12.0	24.0	34.0	43.0	39.0	35.0	32.0	41.0	40.0	40.0	35.0	23.0	21.0	12.0	12.0	13.0	12.0
ENSDARG00000013804	capns1b	6.0	13.0	45.0	54.0	52.0	70.0	77.0	100.0	98.0	130.0	160.0	183.0	150.0	88.0	102.0	92.0	85.0	63.0
ENSDARG00000013813	fam219ab									0.8	2.0	5.0	6.0	7.0	13.0	20.0	31.0	29.0	29.0
ENSDARG00000013822	anapc16	75.0	163.0	63.0	86.0	83.0	140.0	114.0	123.0	110.0	127.0	90.0	81.0	77.0	66.0	64.0	63.0	59.0	58.0
ENSDARG00000013828	snx13	8.0	19.0	47.0	44.0	22.0	7.0	5.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	4.0	6.0	6.0
ENSDARG00000013830	osbpl2b	87.0	108.0	86.0	85.0	17.0	4.0	5.0	11.0	10.0	6.0	10.0	9.0	12.0	11.0	12.0	16.0	22.0	16.0
ENSDARG00000013834	arhgef3									1.0	1.0	4.0	6.0	2.0	1.0	2.0	2.0	2.0	1.0
ENSDARG00000013837	spo11	5.0	11.0	12.0	9.0	9.0	5.0	2.0	1.0										
ENSDARG00000013838	sulf2b	2.0	0.9	2.0	1.0	1.0	0.6	0.4	0.2	3.0	6.0	12.0	15.0	21.0	39.0	55.0	75.0	67.0	67.0
ENSDARG00000013839	aldh3b1	68.0	38.0	62.0	66.0	43.0	75.0	104.0	123.0	48.0	31.0	38.0	36.0	23.0	18.0	12.0	15.0	15.0	9.0
ENSDARG00000013841	abl2	25.0	36.0	48.0	42.0	31.0	13.0	8.0	10.0	13.0	11.0	13.0	10.0	7.0	8.0	7.0	8.0	7.0	7.0
ENSDARG00000013842	tbc1d19		2.0	9.0	10.0	6.0	0.9		0.5	2.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	6.0	4.0
ENSDARG00000013843	sept5a	9.0	14.0	10.0	8.0	7.0	4.0	1.0		5.0	10.0	11.0	13.0	15.0	29.0	19.0	22.0	20.0	18.0
ENSDARG00000013845	ttc14	4.0	7.0	19.0	24.0	27.0	19.0	19.0	28.0	33.0	26.0	25.0	14.0	13.0	17.0	15.0	13.0	19.0	22.0
ENSDARG00000013847	egfra					0.1	0.2	0.1	0.4	2.0	3.0	4.0	6.0	6.0	6.0	7.0	7.0	8.0	9.0
ENSDARG00000013853	lmo4a	4.0	5.0	15.0	11.0	8.0	27.0	89.0	244.0	46.0	36.0	39.0	32.0	27.0	28.0	29.0	25.0	21.0	21.0
ENSDARG00000013855	slc12a3										2.0	11.0	10.0	7.0	4.0	3.0	5.0	8.0	11.0
ENSDARG00000013856	amy2a									2.0		0.9	2.0	0.7	0.7		2.0	107.0	332.0
ENSDARG00000013858	cdc14aa						1.0	0.4	2.0	3.0	3.0	2.0	2.0	0.7	0.8	0.4	2.0	7.0	8.0
ENSDARG00000013860	ptpmt1	0.6	5.0	7.0	6.0	3.0	1.0	4.0	8.0	10.0	8.0	9.0	6.0	8.0	9.0	7.0	11.0	11.0	7.0
ENSDARG00000013861	armc1	54.0	98.0	112.0	116.0	98.0	60.0	32.0	24.0	21.0	18.0	21.0	22.0	22.0	21.0	19.0	22.0	19.0	17.0
ENSDARG00000013863	fam133b	136.0	138.0	59.0	61.0	90.0	116.0	97.0	111.0	141.0	137.0	101.0	71.0	64.0	88.0	70.0	47.0	43.0	43.0
ENSDARG00000013871	slc5a1	0.3														0.8	11.0	43.0	47.0
ENSDARG00000013880	spata20	0.4	0.5	12.0	18.0	18.0	15.0	11.0	4.0	2.0	3.0	1.0	2.0	2.0	3.0	3.0	6.0	8.0	12.0
ENSDARG00000013881	pi4k2b	149.0	126.0	203.0	208.0	142.0	27.0	13.0	29.0	33.0	27.0	30.0	26.0	22.0	19.0	18.0	17.0	16.0	11.0
ENSDARG00000013892	sorl1	6.0	7.0	28.0	26.0	13.0	3.0	1.0	2.0	11.0	9.0	9.0	6.0	5.0	6.0	6.0	10.0	12.0	14.0
ENSDARG00000013921	frya	0.6	0.2	0.2	0.5	0.1				0.1	0.6	2.0	2.0	3.0	4.0	4.0	10.0	12.0	16.0
ENSDARG00000013926	slc16a9a	0.3	0.3		0.7	2.0	2.0	2.0	0.7	3.0	0.2	0.2	0.2	2.0	2.0	2.0	7.0	9.0	24.0
ENSDARG00000013928	plekhb2	33.0	20.0	57.0	51.0	13.0	10.0	5.0	4.0	3.0	5.0	4.0	5.0	5.0	6.0	6.0	11.0	13.0	17.0
ENSDARG00000013931	eif3m	126.0	148.0	171.0	205.0	217.0	275.0	360.0	371.0	541.0	596.0	561.0	469.0	412.0	384.0	327.0	257.0	242.0	291.0
ENSDARG00000013933	XRCC2			3.0	3.0	0.6		0.5		1.0	2.0	0.5	0.7	1.0	0.7		1.0	0.6	0.7
ENSDARG00000013938	psmb3	28.0	9.0	52.0	78.0	85.0	202.0	318.0	306.0	333.0	332.0	355.0	292.0	254.0	303.0	217.0	175.0	131.0	92.0
ENSDARG00000013946	ivns1abpb	165.0	178.0	355.0	342.0	327.0	155.0	132.0	118.0	75.0	78.0	73.0	85.0	58.0	38.0	22.0	23.0	26.0	27.0
ENSDARG00000013950	pdf	0.8		2.0	2.0	3.0	6.0	10.0	16.0	11.0	11.0	16.0	14.0	15.0	11.0	16.0	13.0	8.0	7.0
ENSDARG00000013961	slc31a1	16.0	25.0	41.0	55.0	43.0	40.0	57.0	88.0	59.0	30.0	34.0	25.0	18.0	18.0	17.0	32.0	36.0	26.0
ENSDARG00000013963	mipb												0.6	48.0	148.0	151.0	126.0	149.0	161.0
ENSDARG00000013965	cul2	26.0	17.0	77.0	84.0	74.0	42.0	23.0	23.0	34.0	30.0	31.0	35.0	32.0	33.0	28.0	28.0	27.0	22.0
ENSDARG00000013966	psma6b			3.0	5.0	9.0	18.0	41.0	56.0	95.0	110.0	115.0	88.0	83.0	89.0	64.0	60.0	51.0	46.0
ENSDARG00000013968	psap	605.0	1014.0	1092.0	959.0	1085.0	1361.0	1514.0	1157.0	537.0	357.0	510.0	961.0	778.0	337.0	314.0	213.0	256.0	257.0
